CycleEFoldingTime MinAmplitude MaxAmplitude_AscentTime MinAmplitude_CycleLength AscentDescentRatio_CycleEFoldingTime
168.54285714285714 105.30537634408603 234.2183000426225 107.44328671583072 231.87881199602356
