CycleLength CycleLength_CycleEFoldingTime CycleLength_AscentDescentRatio AscentDescentRatio AscentTime_DescentTime
1689.8416019127317 1577.082174367666 1731.8374425231386 2001.7176117652482 1833.078175627804
