CycleEFoldingTime MinAmplitude MaxAmplitude_AscentTime MinAmplitude_CycleLength AscentDescentRatio_CycleEFoldingTime
149.13333333333333 100.92258064516129 136.17933005269686 100.34586912798765 229.9577878726447
